번호,k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",주소(시군구),k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-연면적,k-주거전용면적,주차대수
1384,A15383702,시흥삼익,아파트,금천구,혼합식,중앙난방,13,786,115776,63958,937
1492,A15386506,남서울럭키아파트,아파트,금천구,복도식,개별난방,9,986,75306,47985,992
1498,A15381706,금천현대,아파트,금천구,계단식,개별난방,10,996,113865,71686,853
1502,A15383307,독산한신,아파트,금천구,계단식,지역난방,13,1000,144093,101038,841
1578,A15303204,벽산6,아파트,금천구,복도식,개별난방,4,1288,79449,42195,527
1618,A15380403,가산두산위브,아파트,금천구,계단식,개별난방,18,1495,194383,120922,1722
1658,A15303002,시흥벽산1단지,아파트,금천구,혼합식,개별난방,16,1772,266394,167102,1516
1725,A15303205,관악벽산타운5단지,아파트,금천구,혼합식,개별난방,25,2810,363995,242927,3145
1764,A15375809,독산주공14단지,아파트,금천구,혼합식,중앙난방,5,840,54437,41208,0
1891,A15378501,시흥월드메르디앙,아파트,금천구,혼합식,개별난방,2,202,23295,14136,194
1971,A15375810,금천이랜드해가든,아파트,금천구,계단식,개별난방,5,187,28564,15882,216
2111,A15370301,독산동한양수자인아파트,아파트,금천구,계단식,개별난방,4,246,31321,16876,249
2115,A15303003,시흥목련,아파트,금천구,복도식,개별난방,3,173,10652,7111,60
2186,A15370103,남서울힐스테이트,아파트,금천구,계단식,개별난방,19,1764,297868,156037,2236
15391,A10027188,금천롯데캐슬골드파크1차아파트,아파트,금천구,계단식,개별난방,11,1743,270973,137731,2265
18321,A10026792,백운한비치2차,아파트,금천구,계단식,개별난방,2,112,13856,8632,117
18521,A10026626,금천롯데캐슬골드파크2차,주상복합,금천구,계단식,개별난방,2,292,29236,21235,360
20462,A10026024,독산라이프아파트,아파트,금천구,계단식,개별난방,1,109,12050,8946,85
20581,A10025946,금천롯데캐슬골드파크3차아파트,아파트,금천구,계단식,개별난방,6,1236,171463,86192,1351
40017,A10025116,e편한세상독산더타워아파트,아파트,금천구,계단식,개별난방,2,432,59623,28706,449
6,A13991016,월계동원베네스트,아파트,노원구,계단식,개별난방,5,205,24680,14796,206
20,A13980801,공릉대동1차,아파트,노원구,혼합식,개별난방,1,152,19659,10853,156
25,A13980102,공릉신원,아파트,노원구,복도식,개별난방,1,153,18796,10946,154
51,A13980803,공릉1동삼익,아파트,노원구,혼합식,개별난방,1,158,20892,11790,144
91,A13983801,대망드림힐,아파트,노원구,계단식,개별난방,1,165,22457,13508,193
104,A13986701,중계성원2차,아파트,노원구,복도식,개별난방,1,167,20280,12477,127
129,A13983101,상계마들,아파트,노원구,복도식,지역난방,3,170,9801,5711,51
142,A13980604,공릉대아2차,아파트,노원구,계단식,개별난방,1,174,23179,14228,177
143,A13982101,상계성원,아파트,노원구,혼합식,개별난방,1,174,23885,13896,183
171,A13922001,중계청암3단지,아파트,노원구,혼합식,개별난방,5,180,25133,15226,208
209,A13905101,월계한일1차,아파트,노원구,혼합식,개별난방,1,190,29399,16330,238
210,A13980105,공릉대동2차,아파트,노원구,혼합식,개별난방,2,190,27349,15800,224
214,A13980706,공릉대주파크빌,아파트,노원구,계단식,개별난방,1,191,27885,15286,205
221,A13922002,진로유통조합아파트(진로대림아파트),아파트,노원구,혼합식,개별난방,1,192,20255,15247,164
251,A13980401,공릉신성미소지움,아파트,노원구,계단식,개별난방,2,198,28345,17458,243
253,A13985201,월계극동,아파트,노원구,계단식,개별난방,2,199,21327,16192,126
277,A13986702,삼창타워프라자,아파트,노원구,복도식,개별난방,1,203,31297,15734,197
306,A13981001,상계불암대림제2,아파트,노원구,복도식,개별난방,1,206,10895,6798,0
326,A13922901,중계현대1차,아파트,노원구,계단식,개별난방,3,211,23324,16577,133
337,A13986201,중계우성3차,아파트,노원구,혼합식,개별난방,2,213,25755,15826,250
347,A13980402,공릉건영장미,아파트,노원구,혼합식,개별난방,2,215,28928,15973,218
348,A13920202,상계코오롱,아파트,노원구,혼합식,개별난방,3,215,26845,15438,222
356,A13920102,상계수락현대,아파트,노원구,계단식,개별난방,2,216,25256,18323,139
410,A13920501,상계금호타운,아파트,노원구,계단식,개별난방,2,230,28844,19449,217
412,A13983803,상계대림e-편한세상,아파트,노원구,혼합식,개별난방,2,230,30128,18166,254
424,A13905202,월계흥화브라운빌,아파트,노원구,계단식,개별난방,4,233,31045,18924,252
425,A13981402,상계청암1단지,아파트,노원구,계단식,개별난방,5,234,34025,19843,265
438,A13980403,공릉삼익2차,아파트,노원구,혼합식,개별난방,2,237,31919,15587,238
448,A13980903,상계성림(미라보),아파트,노원구,혼합식,개별난방,2,240,23042,16628,194
483,A13922102,중계신안,아파트,노원구,혼합식,개별난방,2,250,32078,18587,258
486,A13982103,양우,아파트,노원구,계단식,개별난방,2,251,30094,21670,0
513,A13905102,월계대동,아파트,노원구,혼합식,개별난방,3,258,33781,18415,237
519,A13981604,노원현대아파트,아파트,노원구,계단식,개별난방,4,259,31978,21962,1
520,A13922103,중계3벽산,아파트,노원구,혼합식,개별난방,3,259,34627,20810,294
547,A13985402,중계현대그린,아파트,노원구,계단식,개별난방,3,268,32098,22777,258
564,A13905301,월계서광,아파트,노원구,혼합식,개별난방,4,274,26724,20142,205
565,A13920001,상계우방,아파트,노원구,계단식,개별난방,3,274,42404,25593,375
568,A13920104,우림루미아트1.2단지,아파트,노원구,계단식,개별난방,3,275,37332,23941,1
584,A13980004,청솔아파트8,아파트,노원구,혼합식,지역난방,6,278,43625,23553,325
615,A13923102,하계우방,아파트,노원구,혼합식,개별난방,2,288,36941,21131,304
623,A13920105,상계수락한신,아파트,노원구,혼합식,개별난방,2,290,37157,22728,270
637,A13924205,공릉동부,아파트,노원구,혼합식,개별난방,4,295,33514,24104,256
638,A13984603,월계삼창,아파트,노원구,혼합식,개별난방,3,296,29122,21325,206
646,A13980006,공릉청솔9단지,아파트,노원구,계단식,지역난방,4,297,47613,25221,343
656,A13986703,중계경남아너스빌,아파트,노원구,계단식,개별난방,2,299,42725,24717,349
662,A13920106,상계극동늘푸른,아파트,노원구,혼합식,개별난방,4,299,35140,21906,259
676,A13920205,상계한일유엔아이,아파트,노원구,계단식,개별난방,5,305,36793,22241,317
685,A13985904,중계현대2차(4동),아파트,노원구,계단식,지역난방,3,313,33705,25695,226
710,A13986004,중계주공10단지,아파트,노원구,복도식,지역난방,3,330,26774,19186,223
712,A13922105,중계양지대림2-2임대,아파트,노원구,복도식,지역난방,1,331,16063,9821,64
713,A13983707,상계현대1차,아파트,노원구,계단식,개별난방,4,331,37639,27757,238
735,A13980407,효성아파트,아파트,노원구,계단식,지역난방,13,340,39822,26833,324
742,A13980107,공릉신도1차,아파트,노원구,계단식,개별난방,4,342,52363,30436,436
744,A13985103,월계대우아파트,아파트,노원구,계단식,지역난방,7,344,63279,39869,620
751,A13982002,상계한신3차,아파트,노원구,혼합식,개별난방,5,348,34010,26250,290
775,A13981606,상계대동아파트,아파트,노원구,계단식,개별난방,3,358,51435,29446,417
789,A13980108,공릉우성,아파트,노원구,혼합식,개별난방,3,363,46883,28254,352
826,A13987301,하계학여울청구B,아파트,노원구,복도식,중앙난방,1,378,18276,12383,110
839,A13982003,상계신동아,아파트,노원구,혼합식,지역난방,3,385,48906,30648,78
868,A13983608,상계한신,아파트,노원구,계단식,개별난방,5,397,43147,33680,256
871,A13922903,중계대림벽산,아파트,노원구,계단식,중앙난방,6,400,70676,50627,643
877,A13986606,중계성원1차,아파트,노원구,계단식,개별난방,3,402,49233,33046,388
900,A13905204,월계6-1초안,아파트,노원구,복도식,중앙난방,3,410,34911,21281,226
921,A13981304,상계한신1차,아파트,노원구,혼합식,지역난방,4,420,33130,23754,232
922,A13982701,상계임광아파트관리사무소,아파트,노원구,계단식,지역난방,4,420,56840,48448,630
934,A13922904,중계금호,아파트,노원구,혼합식,개별난방,3,424,46268,30333,344
946,A13980009,공릉태릉우성,아파트,노원구,계단식,개별난방,9,432,43515,32797,242
954,A13980010,공릉화랑타운,아파트,노원구,계단식,지역난방,11,436,58394,36910,500
956,A13920207,상계1차중앙하이츠,아파트,노원구,혼합식,개별난방,2,437,53666,36845,460
984,A13981608,상계동양메이저,아파트,노원구,계단식,개별난방,7,448,63731,38031,511
986,A13922905,중계한화꿈에그린,아파트,노원구,계단식,개별난방,8,448,63237,38195,527
994,A13980411,공릉동신,아파트,노원구,혼합식,개별난방,6,452,65230,35931,0
995,A13985406,중계현대6차,아파트,노원구,혼합식,개별난방,5,453,66423,36711,543
1005,A13985105,월계청백3단지,아파트,노원구,복도식,지역난방,4,458,37136,23201,275
1018,A13983709,상계현대2차,아파트,노원구,계단식,개별난방,4,465,50144,38082,206
1022,A13922907,동진신안,아파트,노원구,계단식,개별난방,7,468,77735,55591,690
1026,A13982005,상계한신2차,아파트,노원구,혼합식,지역난방,3,471,40560,28983,192
1027,A13981204,상계불암현대(임대),아파트,노원구,복도식,개별난방,1,472,22652,12744,2
1040,A13922908,중계삼성,아파트,노원구,혼합식,개별난방,7,478,68645,38998,563
1053,A13905003,월계풍림아이원,아파트,노원구,계단식,개별난방,8,484,59974,36631,489
1056,A13983810,상계수락파크빌,아파트,노원구,계단식,지역난방,7,468,82780,47920,714
1066,A13994302,상계한양,아파트,노원구,계단식,지역난방,5,492,54246,43797,410
1068,A13983811,수락산벨리체아파트,아파트,노원구,복도식,지역난방,12,492,104648,60505,1
1073,A13983712,상계3차현대아파트 ,아파트,노원구,계단식,지역난방,6,494,52166,41971,400
1074,A13980012,공릉우방4단지,아파트,노원구,계단식,지역난방,5,494,63732,36970,505
1081,A13980413,화랑해링턴플레이스,아파트,노원구,혼합식,개별난방,3,196,28042,17381,255
1091,A13985605,중계중앙하이츠,아파트,노원구,혼합식,개별난방,5,499,62941,40605,0
1098,A13922108,중계양지대림1차,아파트,노원구,계단식,지역난방,5,508,70710,47819,6
1116,A13985107,월계청백4단지,아파트,노원구,혼합식,지역난방,4,520,51070,31629,389
1119,A13980509,공릉삼익4단지,아파트,노원구,복도식,지역난방,4,525,38318,26077,250
1134,A13982702,상계마들대림,아파트,노원구,계단식,지역난방,4,538,61183,50271,520
1167,A13924003,공릉한보아파트,아파트,노원구,혼합식,개별난방,7,561,69728,43876,630
1169,A13980014,공릉해링턴플레이스(구.효성화운트빌),아파트,노원구,계단식,지역난방,11,564,98819,63703,0
1174,A13986009,롯데우성,아파트,노원구,계단식,지역난방,8,568,93285,63862,900
1181,A13905208,월계6-2초안,아파트,노원구,복도식,중앙난방,4,571,47158,28253,299
1190,A13980415,공릉두산힐스빌,아파트,노원구,계단식,개별난방,8,579,83951,46870,651
1212,A13922909,중계주공6단지,아파트,노원구,복도식,중앙난방,4,600,36247,26460,235
1219,A13981405,청암2단지,아파트,노원구,복도식,중앙난방,7,602,60598,32481,459
1241,A13922910,중계주공7단지,아파트,노원구,복도식,개별난방,5,630,38052,27783,316
1246,A13980016,태릉현대,아파트,노원구,계단식,중앙난방,33,632,60245,47422,670
1247,A13981006,상계불암대림,아파트,노원구,혼합식,개별난방,6,634,82790,52550,691
1254,A13987302,하계시영5단지,아파트,노원구,복도식,지역난방,13,640,29740,23568,153
1269,A13922110,중계양지대림2차,아파트,노원구,혼합식,지역난방,8,652,92226,56109,695
1277,A13980510,공릉2단지라이프,아파트,노원구,복도식,지역난방,4,660,39162,27131,485
1283,A13923103,하계청구,아파트,노원구,계단식,지역난방,5,660,62776,51796,400
1290,A13981407,상계조합대림,아파트,노원구,혼합식,개별난방,5,675,65052,47092,330
1299,A13923104,하계미성,아파트,노원구,혼합식,지역난방,6,685,66774,54956,593
1303,A13922406,중계주공4단지,아파트,노원구,혼합식,지역난방,5,690,58605,43630,324
1305,A13980017,공릉2-6,아파트,노원구,복도식,지역난방,4,691,41539,25173,0
1308,A13922111,중계주공8단지,아파트,노원구,복도식,지역난방,6,696,49235,34605,315
1310,A13987205,하계1차청구아파트,아파트,노원구,계단식,개별난방,10,700,87922,59220,779
1312,A13980018,공릉비선,아파트,노원구,복도식,지역난방,7,700,60160,36443,0
1326,A13905302,성원(사슴4),아파트,노원구,복도식,지역난방,6,713,52499,35221,390
1335,A13923106,하계2차현대아파트,아파트,노원구,혼합식,지역난방,12,730,96388,60228,810
1363,A13983713,두산아파트,아파트,노원구,혼합식,지역난방,11,763,70005,49049,2
1374,A13984409,월계사슴2단지,아파트,노원구,복도식,지역난방,5,775,39329,25862,283
1377,A13986012,중계청구3차,아파트,노원구,계단식,개별난방,9,780,110118,66121,826
1387,A13985907,중계염광아름빌,아파트,노원구,혼합식,개별난방,5,791,109964,66256,700
1391,A13920209,상계중앙하이츠2차,아파트,노원구,혼합식,개별난방,9,795,104035,62692,0
1416,A13981208,불암현대,아파트,노원구,혼합식,개별난방,5,826,108314,67005,830
1418,A13921003,상계주공8단지,아파트,노원구,계단식,개별난방,18,830,35314,30478,386
1421,A13980511,공릉3단지라이프,아파트,노원구,복도식,지역난방,4,840,48522,34176,321
1423,A13920703,상계주공5단지,아파트,노원구,계단식,개별난방,19,840,31350,26863,0
1426,A13924004,공릉삼익1차아파트,아파트,노원구,혼합식,개별난방,8,845,104527,66216,756
1438,A13984604,월계동신,아파트,노원구,복도식,개별난방,7,864,81823,71851,590
1443,A13984411,월계사슴3단지,아파트,노원구,복도식,지역난방,5,884,51242,35804,324
